Maize_Sample	345dcc18d51f44572bd67c08e5e95b8b	074e66f75650948b8df12cfe2ffb5f37	060fdbbfa61cbfb4d47350dc2a2019cd	d2208d27b5df4c53eb547f7ac45f4d6b	574d164310944193d8fc13dc10346e58	8cb92babedb9f4ff7bedee4ac4f47370	3e00a33b844a56c2e00acedeffc43b5e	0f5f7693288de84f4ade2e6abaa2440f	561ed5d9dab98c645f731a40b7b63fa4	a6d4742d8c802171498b62b6d79b1764	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1817Rb1400	1	0	1	0	1	0	0	1	0	1	Plains_SWVT	2018-06-07	Root		b		True	False	False	GA18-17Rb-1400_S268_L001_R1_001.fastq.gz	GA18-17Rb-1400_S268_L001_R2_001.fastq.gz	20856	1400.0	32.03617	-84.37588000000001		63.13491	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	288.0	4.86	5.46	54.9	5.7	412.0	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400.0	6	H	5	H5	63.13491
GA1826Rb1400	1	0	1	1	1	0	1	0	0	1	Watkinsville_IronHorse	2018-06-21	Root		b	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	True	False	False	GA18-26Rb-1400_S272_L001_R1_001.fastq.gz	GA18-26Rb-1400_S272_L001_R2_001.fastq.gz	21319	1400.0	33.868320000000004	-83.44991		219.73333300000002	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	26.0																						261400.0	6	H	9	H9	219.7333333333
GA1829Ra600	1	0	1	0	0	0	1	1	0	1	Watkinsville_IronHorse	2018-05-21	Root		a		True	False	False	GA18-29Ra-600_S197_L001_R1_001.fastq.gz	GA18-29Ra-600_S197_L001_R2_001.fastq.gz	38327	600.0	33.86799	-83.45004		42.066666999999995	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	364.0	6.01	6.61	87.2	6.42	925.0	0.02	0.02	0.56	5.58	89.8	83.8	46.9	0.02	9.47	0.56	7.66	0.08	3.63	2.49	0.07	29600.0	6	A	6	A6	42.0666666667
GA1824Ra1400	1	0	1	0	0	0	1	1	0	1	Watkinsville_IronHorse	2018-06-21	Root		a		True	False	False	GA18-24Ra-1400_S246_L001_R1_001.fastq.gz	GA18-24Ra-1400_S246_L001_R2_001.fastq.gz	12252	1400.0	33.868120000000005	-83.44997		107.33333300000001	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	272.0	5.44	6.04	80.4	7.72	1033.0	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400.0	6	E	7	E7	107.3333333333
GA1817Ra1400	1	0	1	0	0	0	0	1	0	1	Plains_SWVT	2018-06-07	Root		a		True	False	False	GA18-17Ra-1400_S210_L001_R1_001.fastq.gz	GA18-17Ra-1400_S210_L001_R2_001.fastq.gz	22378	1400.0	32.03617	-84.37588000000001		66.966667	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	288.0	4.86	5.46	54.9	5.7	412.0	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400.0	6	B	7	B7	66.96666666670001
GA1837Ra1400	1	1	1	0	0	0	1	0	0	1	Blairsville	2018-07-09	Root		a		True	False	False	GA18-37Ra-1400_S230_L001_R1_001.fastq.gz	GA18-37Ra-1400_S230_L001_R2_001.fastq.gz	17228	1400.0	34.84499	-83.91679		125.66666699999999	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	335.0	5.2	5.8	72.6	8.52	925.0	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400.0	6	D	3	D3	125.6666666667
GA1824Ra600	1	0	1	0	0	0	0	1	0	1	Watkinsville_IronHorse	2018-05-21	Root		a		True	False	False	GA18-24Ra-600_S61_L001_R1_001.fastq.gz	GA18-24Ra-600_S61_L001_R2_001.fastq.gz	93974	600.0	33.8681	-83.44997		142.0	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	949.0	5.69	6.29	52.9	8.3	715.0	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600.0	4	F	1	F1	142.0
GA1813Ra600	1	0	1	0	0	0	1	1	0	1	Tennile	2018-05-07	Root		a		True	False	False	GA18-13Ra-600_S252_L001_R1_001.fastq.gz	GA18-13Ra-600_S252_L001_R2_001.fastq.gz	15936	600.0	32.892559999999996	-82.76508000000001		96.6	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	433.0	6.56	7.16	100.0	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600.0	6	G	1	G1	96.6
GA188Ra600	1	1	1	0	0	0	0	1	0	1	Wadley	2018-05-07	Root		a		True	False	False	GA18-8Ra-600_S199_L001_R1_001.fastq.gz	GA18-8Ra-600_S199_L001_R2_001.fastq.gz	20666	600.0	32.96009	-82.41694		123.1	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	245.0	6.16	6.76	94.7	6.39	770.0	0.0275	0.09	0.29	33.16	168.8	208.3	5.3	0.02	6.93	2.28	40.37	0.66	4.27	3.29	0.17	8600.0	6	A	8	A8	123.1
GA1827Ra600	1	0	1	0	0	0	0	0	0	1	Watkinsville_IronHorse	2018-05-21	Root		a		True	False	False	GA18-27Ra-600_S209_L001_R1_001.fastq.gz	GA18-27Ra-600_S209_L001_R2_001.fastq.gz	24981	600.0	33.868179999999995	-83.45		49.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	474.0	5.84	6.44	77.9	6.96	920.0	0.025	0.025	1.28	6.55	72.4	70.9	45.5	0.025	8.89	1.3	16.86	0.24	3.28	3.02	0.11	27600.0	6	B	6	B6	49.3333333333
GA1811Rb1400	1	1	1	0	0	0	0	0	0	1	Fort_Valley	2018-06-07	Root		b		True	False	False	GA18-11Rb-1400_S267_L001_R1_001.fastq.gz	GA18-11Rb-1400_S267_L001_R2_001.fastq.gz	23901	1400.0	32.501540000000006	-83.94552		95.2	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	317.0	4.92	5.52	60.3	6.86	628.0	0.05	0.05	0.33	17.16	179.7	62.4	31.63	0.02	5.24	0.91	75.2	0.26	6.98	2.28	0.08	111400.0	6	H	4	H4	95.2
GA184Ra1400	1	1	1	0	0	0	1	0	0	1	Fitzgerald	2018-05-31	Root		a		True	False	False	GA18-4Ra-1400_S275_L001_R1_001.fastq.gz	GA18-4Ra-1400_S275_L001_R2_001.fastq.gz	53982	1400.0	31.66868	-83.30303		57.166667000000004	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	215.0	4.93	5.53	53.7	3.81	309.0	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400.0	6	H	12	H12	57.1666666667
GA187Rb600	1	0	0	0	0	0	0	0	0	0	Tifton-Dryland	2018-05-07	Root		b		True	False	False	GA18-7Rb-600_S198_L001_R1_001.fastq.gz	GA18-7Rb-600_S198_L001_R2_001.fastq.gz	24679	600.0	31.52228	-83.55044000000001		74.1	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	166.0	4.56	5.16	38.8	2.53	154.0	0.02	0.02	0.3	17.17	30.1	14.0	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	7600.0	6	A	7	A7	74.1
GA1837Rb600	1	1	1	1	1	0	1	1	0	1	Blairsville	2018-06-01	Root		b		True	False	False	GA18-37Rb-600_S271_L001_R1_001.fastq.gz	GA18-37Rb-600_S271_L001_R2_001.fastq.gz	22583	600.0	34.84497	-83.9168		142.333333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	408.0	5.74	6.34	80.4	7.96	877.0	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600.0	6	H	8	H8	142.3333333333
GA186Ra600	1	0	1	0	0	0	0	1	0	1	Tifton-Irrigated	2018-05-07	Root		a		True	False	False	GA18-6Ra-600_S194_L001_R1_001.fastq.gz	GA18-6Ra-600_S194_L001_R2_001.fastq.gz	27353	600.0	31.48767	-83.52064		138.666667	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	186.0	4.88	5.48	57.9	3.57	308.0	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1.0	0.08	6600.0	6	A	3	A3	138.6666666667
GA1813Rb600	1	0	1	0	0	0	0	1	0	1	Tennile	2018-05-07	Root		b		True	False	False	GA18-13Rb-600_S223_L001_R1_001.fastq.gz	GA18-13Rb-600_S223_L001_R2_001.fastq.gz	8042	600.0	32.892559999999996	-82.76508000000001		119.66666699999999	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	433.0	6.56	7.16	100.0	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600.0	6	C	8	C8	119.6666666667
GA1831Ra1000	1	0	1	0	0	0	1	1	0	1	Athens	2018-06-19	Root		a		True	False	False	GA18-31Ra-1000_S265_L001_R1_001.fastq.gz	GA18-31Ra-1000_S265_L001_R2_001.fastq.gz	27422	1000.0	33.7167	-83.30869		49.8	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	348.0	6.18	6.78	94.1	7.47	983.0	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000.0	6	H	2	H2	49.8
GA1832Rb600	1	0	1	0	0	0	1	0	0	1	Rome	2018-05-02	Root		b		True	False	False	GA18-32Rb-600_S234_L001_R1_001.fastq.gz	GA18-32Rb-600_S234_L001_R2_001.fastq.gz	31913	600.0	34.33791	-85.13029		119.66666699999999	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	453.0	4.98	5.58	58.9	9.07	586.0	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600.0	6	D	7	D7	119.6666666667
GA1834Ra600	1	0	1	0	0	0	1	1	0	1	Cave_Spring	2018-05-02	Root		a		True	False	False	GA18-34Ra-600_S273_L001_R1_001.fastq.gz	GA18-34Ra-600_S273_L001_R2_001.fastq.gz	18265	600.0	34.14886	-85.29418000000001		131.333333	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	682.0	6.15	6.75	95.2	20.78	3307.0	0.07	0.02	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	34600.0	6	H	10	H10	131.3333333333
GA188Ra1400	1	0	1	0	0	0	1	0	0	1	Wadley	2018-06-07	Root		a		True	False	False	GA18-8Ra-1400_S274_L001_R1_001.fastq.gz	GA18-8Ra-1400_S274_L001_R2_001.fastq.gz	17661	1400.0	32.96007	-82.55033		127.6	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	6	H	11	H11	127.6
GA1828Ra600	1	0	1	0	0	0	0	1	0	1	Watkinsville_IronHorse	2018-05-21	Root		a		True	False	False	GA18-28Ra-600_S248_L001_R1_001.fastq.gz	GA18-28Ra-600_S248_L001_R2_001.fastq.gz	16697	600.0	33.86801	-83.45012		80.7	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	390.0	5.97	6.57	82.7	5.62	760.0	0.025	0.025	0.65	6.66	103.8	66.5	46.1	0.025	7.61	1.63	9.98	0.28	3.24	2.35	0.07	28600.0	6	E	9	E9	80.7
GA1836Rb900	1	1	1	0	0	0	1	1	0	1	Athens	2018-06-01	Root		b		True	False	False	GA18-36Rb-900_S237_L001_R1_001.fastq.gz	GA18-36Rb-900_S237_L001_R2_001.fastq.gz	21057	900.0	33.71668	-83.30863000000001		82.833333	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	401.0	6.17	6.77	90.6	5.68	681.0	0.03	0.03	0.33	9.06	44.0	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.015	2.61	0.06	36900.0	6	D	10	D10	82.8333333333
GA185Ra1400	1	0	1	0	0	0	0	1	0	1	Arlington	2018-05-31	Root		a		True	False	False	GA18-5Ra-1400_S270_L001_R1_001.fastq.gz	GA18-5Ra-1400_S270_L001_R2_001.fastq.gz	36505	1400.0	31.41784	-84.67118		96.5	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	149.0	5.28	5.88	69.0	2.59	310.0	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28.0	0.14	2.83	0.72	0.01	51400.0	6	H	7	H7	96.5
GA1811Ra600	1	1	1	0	0	0	0	1	0	1	Fort_Valley	2018-05-07	Root		a		True	False	False	GA18-11Ra-600_S240_L001_R1_001.fastq.gz	GA18-11Ra-600_S240_L001_R2_001.fastq.gz	20767	600.0	32.501540000000006	-83.9455		114.0	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	235.0	5.66	6.26	81.4	5.37	665.0	0.05	0.1	0.26	15.61	136.2	80.4	14.5	0.02	7.04	0.69	65.89	0.31	4.39	2.11	0.11	11600.0	6	E	1	E1	114.0
GA1833Rb600	0	1	1	0	0	0	1	1	0	1	Rome	2018-05-02	Root		b		True	False	False	GA18-33Rb-600_S269_L001_R1_001.fastq.gz	GA18-33Rb-600_S269_L001_R2_001.fastq.gz	136901	600.0	34.338359999999994	-85.12744		99.166667	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	33.0	427.0	6.09	6.69	91.1	8.64	1105.0	0.025	0.025	0.115	5.59	249.0	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	33600.0	6	H	6	H6	99.1666666667
GA186Rb1400	0	0	1	0	0	0	1	0	0	1	Tifton-Irrigated	2018-06-07	Root		b		True	False	False	GA18-6Rb-1400_S255_L001_R1_001.fastq.gz	GA18-6Rb-1400_S255_L001_R2_001.fastq.gz	22537	1400.0	31.48767	-83.52071		37.766667	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	180.0	4.66	5.26	54.1	3.59	299.0	0.05	0.05	0.3	36.91	72.3	28.0	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	61400.0	6	G	4	G4	37.7666666667
GA1814Ra600	0	1	1	0	0	0	0	1	0	1	Dawson	2018-05-02	Root		a		True	False	False	GA18-14Ra-600_S62_L001_R1_001.fastq.gz	GA18-14Ra-600_S62_L001_R2_001.fastq.gz	100762	600.0	31.66634	-84.52099		160.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	4	F	2	F2	160.0
GA183Ra600	1	0	1	0	0	0	0	0	0	1	Dawson	2018-05-02	Root		a		True	False	False	GA18-3Ra-600_S3_L001_R1_001.fastq.gz	GA18-3Ra-600_S3_L001_R2_001.fastq.gz	65390	600.0	31.620620000000002	-84.52264		509.333333	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	179.5	5.14	5.74	69.95	3.95	468.0	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600.0	4	A	3	A3	509.3333333333
GA1814Rb600	1	0	1	0	0	0	0	0	0	0	Dawson	2018-05-02	Root		b		True	False	False	GA18-14Rb-600_S39_L001_R1_001.fastq.gz	GA18-14Rb-600_S39_L001_R2_001.fastq.gz	77607	600.0	31.66634	-84.52099		298.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	4	D	3	D3	298.0
GA181Rb1400	1	0	1	0	0	0	0	1	0	1	Pavo	2018-05-31	Root		b		True	False	False	GA18-1Rb-1400_S236_L001_R1_001.fastq.gz	GA18-1Rb-1400_S236_L001_R2_001.fastq.gz	14118	1400.0	30.9823	-83.66018000000001		107.33333300000001	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	616.0	6.24	6.84	95.8	13.69	1966.0	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400.0	6	D	9	D9	107.3333333333
GA183Ra1400	0	0	0	0	0	0	0	0	0	1	Dawson	2018-05-31	Root		a		True	False	False	GA18-3Ra-1400_S259_L001_R1_001.fastq.gz	GA18-3Ra-1400_S259_L001_R2_001.fastq.gz	16525	1400.0	31.62073	-84.52261999999999		131.666667	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	154.0	4.86	5.46	69.7	3.83	456.0	0.02	0.02	1.36	18.2	56.3	26.0	14.93	0.02	6.49	0.68	74.0	0.49	4.09	0.69	0.01	31400.0	6	G	8	G8	131.6666666667
GA1827Rb1400	1	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Root		b		True	False	False	GA18-27Rb-1400_S263_L001_R1_001.fastq.gz	GA18-27Rb-1400_S263_L001_R2_001.fastq.gz	14594	1400.0	33.86823	-83.45		92.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	367.0	6.05	6.65	91.3	8.6	1131.0	0.025	0.025	0.13	9.55	60.0	239.3	7.84	0.025	11.82	1.22	14.0	0.27	0.66	3.54	0.09	271400.0	6	G	12	G12	92.3333333333
GA1830Ra600	1	1	1	0	0	0	1	0	0	1	Athens	2018-05-18	Root		a		True	False	False	GA18-30Ra-600_S25_L001_R1_001.fastq.gz	GA18-30Ra-600_S25_L001_R2_001.fastq.gz	104614	600.0	33.72173	-83.30781		251.333333	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	865.0	6.11	6.71	80.2	7.36	924.0	0.025	0.025	0.55	63.29	105.9	116.4	52.0	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600.0	4	C	1	C1	251.3333333333
GA181Ra600	1	0	1	0	0	0	1	1	0	1	Pavo	2018-05-02	Root		a		True	False	False	GA18-1Ra-600_S86_L001_R1_001.fastq.gz	GA18-1Ra-600_S86_L001_R2_001.fastq.gz	106553	600.0	30.982440000000004	-83.66032		146.0	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	506.0	5.3	5.9	64.6	9.12	829.0	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600.0	4	H	2	H2	146.0
GA1836Ra900	1	0	1	0	0	0	1	1	0	1	Athens	2018-06-01	Root		a		True	False	False	GA18-36Ra-900_S256_L001_R1_001.fastq.gz	GA18-36Ra-900_S256_L001_R2_001.fastq.gz	17709	900.0	33.71668	-83.30863000000001		67.43333299999999	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	401.0	6.17	6.77	90.6	5.68	681.0	0.03	0.03	0.33	9.06	44.0	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.015	2.61	0.06	36900.0	6	G	5	G5	67.4333333333
GA1828Rb1400	1	1	1	0	0	0	0	1	0	1	Watkinsville_IronHorse	2018-06-21	Root		b		True	False	False	GA18-28Rb-1400_S244_L001_R1_001.fastq.gz	GA18-28Rb-1400_S244_L001_R2_001.fastq.gz	5259	1400.0	33.86806	-83.45012		82.1	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	279.0	6.32	6.92	98.7	10.22	1716.0	0.025	0.025	0.83	4.65	73.4	153.4	33.85	0.025	9.91	0.2	22.78	0.03	6.01	3.83	0.12	281400.0	6	E	5	E5	82.1
GA183Rb1400	1	0	1	0	0	0	0	0	0	1	Dawson	2018-05-31	Root		b		True	False	False	GA18-3Rb-1400_S220_L001_R1_001.fastq.gz	GA18-3Rb-1400_S220_L001_R2_001.fastq.gz	17453	1400.0	31.62073	-84.52261999999999		99.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	154.0	4.86	5.46	69.7	3.83	456.0	0.02	0.02	1.36	18.2	56.3	26.0	14.93	0.02	6.49	0.68	74.0	0.49	4.09	0.69	0.01	31400.0	6	C	5	C5	99.0
GA186Rb600	1	0	1	0	0	0	0	0	0	1	Tifton-Irrigated	2018-05-07	Root		b		True	False	False	GA18-6Rb-600_S241_L001_R1_001.fastq.gz	GA18-6Rb-600_S241_L001_R2_001.fastq.gz	16376	600.0	31.48767	-83.52064		62.1	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	186.0	4.88	5.48	57.9	3.57	308.0	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1.0	0.08	6600.0	6	E	2	E2	62.1
GA1815Rb1400	1	0	1	0	0	0	0	1	0	1	Arlington	2018-05-31	Root	64.0	b		True	False	False	GA18-15Rb-1400_S224_L001_R1_001.fastq.gz	GA18-15Rb-1400_S224_L001_R2_001.fastq.gz	15759	1400.0	31.42077	-84.67211999999999		88.93333299999999	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15.0	170.0	5.5	6.1	76.8	3.38	446.0	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400.0	6	C	9	C9	88.9333333333
GA1832Rb1400	1	0	1	0	0	0	0	0	0	1	Rome	2018-06-20	Root		b		True	False	False	GA18-32Rb-1400_S249_L001_R1_001.fastq.gz	GA18-32Rb-1400_S249_L001_R2_001.fastq.gz	15264	1400.0	34.33789	-85.13033		212.333333	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	334.0	4.8	5.4	60.3	7.81	554.0	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400.0	6	E	10	E10	212.3333333333
GA182Ra1400	1	1	1	0	0	0	1	1	0	1	Hawkinsville	2018-05-31	Root		a		True	False	False	GA18-2Ra-1400_S37_L001_R1_001.fastq.gz	GA18-2Ra-1400_S37_L001_R2_001.fastq.gz	83530	1400.0	32.18356	-83.57857		333.0	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	217.0	6.77	7.37	100.0	8.19	1095.0	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400.0	4	D	1	D1	333.0
GA1837Rb1400	1	1	1	1	1	0	1	1	0	1	Blairsville	2018-07-09	Root		b		True	False	False	GA18-37Rb-1400_S218_L001_R1_001.fastq.gz	GA18-37Rb-1400_S218_L001_R2_001.fastq.gz	18531	1400.0	34.84499	-83.91679		104.233333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	335.0	5.2	5.8	72.6	8.52	925.0	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400.0	6	C	3	C3	104.2333333333
GA187Rb1400	1	0	1	0	0	0	0	0	0	1	Tifton-Dryland	2018-06-07	Root		b		True	False	False	GA18-7Rb-1400_S258_L001_R1_001.fastq.gz	GA18-7Rb-1400_S258_L001_R2_001.fastq.gz	12706	1400.0	31.52226	-83.55033		102.966667	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	160.0	4.61	5.21	36.5	2.25	131.0	0.02	0.02	0.29	14.88	22.7	10.6	5.87	0.02	4.0	0.39	19.2	0.43	1.74	0.58	0.02	71400.0	6	G	7	G7	102.96666666670001
GA1825Rb600	1	1	1	0	1	0	1	1	0	1	Watkinsville_IronHorse	2018-05-21	Root		b		True	False	False	GA18-25Rb-600_S200_L001_R1_001.fastq.gz	GA18-25Rb-600_S200_L001_R2_001.fastq.gz	18480	600.0	33.86809	-83.45011		152.0	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	25.0	335.0	6.31	6.91	97.3	6.42	1076.0	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600.0	6	A	9	A9	152.0
